#Please be aware that not every genome will have a gene in accessory groups
Homology group,Class,Genome number,Number of copies,Genome 1,Genome 10,Genome 11,Genome 12,Genome 13,Genome 14,Genome 15,Genome 16,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9
859503,core,12,2,,,,,,,,,1,,,,,,,,
859503,core,13,2,,,,,,,,,1,,,,,,,,
859503,core,14,2,,,,,,,,,1,,,,,,,,
859503,core,15,2,,,,,,,,,1,,,,,,,,
859503,core,16,2,,,,,,,,,1,,,,,,,,
859503,core,3,2,,,,,,,,,1,,,,,,,,
859503,core,4,2,,,,,,,,,1,,,,,,,,
859503,core,5,2,,,,,,,,,1,,,,,,,,
859503,core,6,2,,,,,,,,,1,,,,,,,,
859503,core,7,2,,,,,,,,,1,,,,,,,,
859503,core,8,2,,,,,,,,,1,,,,,,,,
859503,core,9,2,,,,,,,,,1,,,,,,,,
859504,accessory,1,1,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,
859504,accessory,12,1,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,
859504,accessory,15,1,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,
859506,accessory,1,1,,,,,,,,,1,,,,,,,,
859506,accessory,10,1,,,,,,,,,1,,,,,,,,
859506,accessory,11,1,,,,,,,,,1,,,,,,,,
859506,accessory,12,1,,,,,,,,,1,,,,,,,,
859506,accessory,13,1,,,,,,,,,1,,,,,,,,
859506,accessory,14,1,,,,,,,,,1,,,,,,,,
859506,accessory,15,1,,,,,,,,,1,,,,,,,,
859506,accessory,16,1,,,,,,,,,1,,,,,,,,
859506,accessory,3,1,,,,,,,,,1,,,,,,,,
859506,accessory,4,1,,,,,,,,,1,,,,,,,,
859506,accessory,5,1,,,,,,,,,1,,,,,,,,
859506,accessory,6,1,,,,,,,,,1,,,,,,,,
859506,accessory,7,1,,,,,,,,,1,,,,,,,,
859506,accessory,8,1,,,,,,,,,1,,,,,,,,
859506,accessory,9,1,,,,,,,,,1,,,,,,,,
859507,accessory,1,1,,,,,,,,,1,,,,,,,,
859507,accessory,10,1,,,,,,,,,1,,,,,,,,
859507,accessory,11,1,,,,,,,,,1,,,,,,,,
859507,accessory,12,1,,,,,,,,,1,,,,,,,,
859507,accessory,13,1,,,,,,,,,1,,,,,,,,
859507,accessory,14,1,,,,,,,,,1,,,,,,,,
859507,accessory,15,1,,,,,,,,,1,,,,,,,,
859507,accessory,16,1,,,,,,,,,1,,,,,,,,
859507,accessory,3,1,,,,,,,,,1,,,,,,,,
859507,accessory,4,1,,,,,,,,,1,,,,,,,,
859507,accessory,5,1,,,,,,,,,1,,,,,,,,
859507,accessory,6,1,,,,,,,,,1,,,,,,,,
859507,accessory,7,1,,,,,,,,,1,,,,,,,,
859507,accessory,8,1,,,,,,,,,1,,,,,,,,
859507,accessory,9,1,,,,,,,,,1,,,,,,,,
859508,accessory,15,2,1,1,1,1,1,1,,1,2,,1,1,1,1,1,1,
859508,accessory,3,2,1,1,1,1,1,1,,1,2,,1,1,1,1,1,1,
859509,accessory,1,1,,1,,,1,1,,,1,1,1,1,1,1,1,,
859509,accessory,11,1,,1,,,1,1,,,1,1,1,1,1,1,1,,
859509,accessory,12,1,,1,,,1,1,,,1,1,1,1,1,1,1,,
859509,accessory,15,1,,1,,,1,1,,,1,1,1,1,1,1,1,,
859509,accessory,16,1,,1,,,1,1,,,1,1,1,1,1,1,1,,
859509,accessory,9,1,,1,,,1,1,,,1,1,1,1,1,1,1,,
859510,accessory,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,
859510,accessory,4,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,
859511,accessory,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
859511,accessory,15,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,
859515,accessory,1,1,,,,,,,,,1,,,,,,,,
859515,accessory,10,1,,,,,,,,,1,,,,,,,,
859515,accessory,11,1,,,,,,,,,1,,,,,,,,
859515,accessory,12,1,,,,,,,,,1,,,,,,,,
859515,accessory,13,1,,,,,,,,,1,,,,,,,,
859515,accessory,14,1,,,,,,,,,1,,,,,,,,
859515,accessory,15,1,,,,,,,,,1,,,,,,,,
859515,accessory,16,1,,,,,,,,,1,,,,,,,,
859515,accessory,3,1,,,,,,,,,1,,,,,,,,
859515,accessory,4,1,,,,,,,,,1,,,,,,,,
859515,accessory,5,1,,,,,,,,,1,,,,,,,,
859515,accessory,6,1,,,,,,,,,1,,,,,,,,
859515,accessory,7,1,,,,,,,,,1,,,,,,,,
859515,accessory,8,1,,,,,,,,,1,,,,,,,,
859515,accessory,9,1,,,,,,,,,1,,,,,,,,
859516,accessory,1,1,,,,,,,,,1,,,,,,,,
859516,accessory,10,1,,,,,,,,,1,,,,,,,,
859516,accessory,11,1,,,,,,,,,1,,,,,,,,
859516,accessory,12,1,,,,,,,,,1,,,,,,,,
859516,accessory,13,1,,,,,,,,,1,,,,,,,,
859516,accessory,14,1,,,,,,,,,1,,,,,,,,
859516,accessory,15,1,,,,,,,,,1,,,,,,,,
859516,accessory,16,1,,,,,,,,,1,,,,,,,,
859516,accessory,3,1,,,,,,,,,1,,,,,,,,
859516,accessory,4,1,,,,,,,,,1,,,,,,,,
859516,accessory,5,1,,,,,,,,,1,,,,,,,,
859516,accessory,6,1,,,,,,,,,1,,,,,,,,
859516,accessory,7,1,,,,,,,,,1,,,,,,,,
859516,accessory,8,1,,,,,,,,,1,,,,,,,,
859516,accessory,9,1,,,,,,,,,1,,,,,,,,
859518,core,1,2,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,
859518,core,16,2,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,
859518,core,3,2,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,
859519,accessory,1,1,,,,,,,,,1,1,,,,,,,
859519,accessory,10,1,,,,,,,,,1,1,,,,,,,
859519,accessory,11,1,,,,,,,,,1,1,,,,,,,
859519,accessory,12,1,,,,,,,,,1,1,,,,,,,
859519,accessory,13,1,,,,,,,,,1,1,,,,,,,
859519,accessory,14,1,,,,,,,,,1,1,,,,,,,
859519,accessory,15,1,,,,,,,,,1,1,,,,,,,
859519,accessory,16,1,,,,,,,,,1,1,,,,,,,
859519,accessory,4,1,,,,,,,,,1,1,,,,,,,
859519,accessory,5,1,,,,,,,,,1,1,,,,,,,
859519,accessory,6,1,,,,,,,,,1,1,,,,,,,
859519,accessory,7,1,,,,,,,,,1,1,,,,,,,
859519,accessory,8,1,,,,,,,,,1,1,,,,,,,
859519,accessory,9,1,,,,,,,,,1,1,,,,,,,
859520,core,4,3,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,
859521,accessory,3,3,1,1,1,1,1,1,1,1,2,,1,1,1,1,3,1,
859522,accessory,1,1,,,,,,,,,,,,,,,1,,
859522,accessory,10,1,,,,,,,,,,,,,,,1,,
859522,accessory,11,1,,,,,,,,,,,,,,,1,,
859522,accessory,12,1,,,,,,,,,,,,,,,1,,
859522,accessory,13,1,,,,,,,,,,,,,,,1,,
859522,accessory,14,1,,,,,,,,,,,,,,,1,,
859522,accessory,15,1,,,,,,,,,,,,,,,1,,
859522,accessory,16,1,,,,,,,,,,,,,,,1,,
859522,accessory,2,1,,,,,,,,,,,,,,,1,,
859522,accessory,3,1,,,,,,,,,,,,,,,1,,
859522,accessory,4,1,,,,,,,,,,,,,,,1,,
859522,accessory,5,1,,,,,,,,,,,,,,,1,,
859522,accessory,6,1,,,,,,,,,,,,,,,1,,
859522,accessory,7,1,,,,,,,,,,,,,,,1,,
859522,accessory,9,1,,,,,,,,,,,,,,,1,,
859523,accessory,1,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,10,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,11,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,12,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,13,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,14,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,15,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,16,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,4,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,5,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,6,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,7,1,,,,,,,,,1,1,,,,,1,,
859523,accessory,9,1,,,,,,,,,1,1,,,,,1,,
859524,accessory,12,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,
859524,accessory,13,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,
859524,accessory,9,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,
859525,core,13,5,2,2,1,2,,2,2,1,4,2,1,2,1,1,2,2,
859526,accessory,12,3,1,2,2,,1,2,2,1,3,1,1,,2,2,2,2,
859526,accessory,5,3,1,2,2,,1,2,2,1,3,1,1,,2,2,2,2,
859527,accessory,1,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,10,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,11,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,13,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,15,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,16,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,4,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,5,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,7,1,,,,1,,1,,,1,1,,,1,,1,,
859527,accessory,9,1,,,,1,,1,,,1,1,,,1,,1,,
859528,accessory,12,1,1,1,1,,1,,1,1,1,1,1,1,,1,,1,
859528,accessory,14,1,1,1,1,,1,,1,1,1,1,1,1,,1,,1,
859528,accessory,6,1,1,1,1,,1,,1,1,1,1,1,1,,1,,1,
859528,accessory,8,1,1,1,1,,1,,1,1,1,1,1,1,,1,,1,
859532,accessory,1,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,10,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,11,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,13,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,14,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,15,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,3,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,4,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,5,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,6,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,7,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,8,1,,,,1,,,,1,1,,,,,,,,
859532,accessory,9,1,,,,1,,,,1,1,,,,,,,,
859533,accessory,12,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,
859533,accessory,16,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,
859533,accessory,8,1,1,1,1,,1,1,1,,1,1,1,1,1,1,,1,
859534,accessory,7,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,2,2,
859535,accessory,1,1,,,,,,,,1,,,,,,,,,
859535,accessory,10,1,,,,,,,,1,,,,,,,,,
859535,accessory,11,1,,,,,,,,1,,,,,,,,,
859535,accessory,12,1,,,,,,,,1,,,,,,,,,
859535,accessory,13,1,,,,,,,,1,,,,,,,,,
859535,accessory,14,1,,,,,,,,1,,,,,,,,,
859535,accessory,15,1,,,,,,,,1,,,,,,,,,
859535,accessory,2,1,,,,,,,,1,,,,,,,,,
859535,accessory,3,1,,,,,,,,1,,,,,,,,,
859535,accessory,4,1,,,,,,,,1,,,,,,,,,
859535,accessory,5,1,,,,,,,,1,,,,,,,,,
859535,accessory,6,1,,,,,,,,1,,,,,,,,,
859535,accessory,7,1,,,,,,,,1,,,,,,,,,
859535,accessory,8,1,,,,,,,,1,,,,,,,,,
859535,accessory,9,1,,,,,,,,1,,,,,,,,,
859537,accessory,1,1,,,,,,,,,1,,,,,,,,
859537,accessory,10,1,,,,,,,,,1,,,,,,,,
859537,accessory,11,1,,,,,,,,,1,,,,,,,,
859537,accessory,12,1,,,,,,,,,1,,,,,,,,
859537,accessory,13,1,,,,,,,,,1,,,,,,,,
859537,accessory,14,1,,,,,,,,,1,,,,,,,,
859537,accessory,15,1,,,,,,,,,1,,,,,,,,
859537,accessory,16,1,,,,,,,,,1,,,,,,,,
859537,accessory,3,1,,,,,,,,,1,,,,,,,,
859537,accessory,4,1,,,,,,,,,1,,,,,,,,
859537,accessory,5,1,,,,,,,,,1,,,,,,,,
859537,accessory,6,1,,,,,,,,,1,,,,,,,,
859537,accessory,7,1,,,,,,,,,1,,,,,,,,
859537,accessory,8,1,,,,,,,,,1,,,,,,,,
859537,accessory,9,1,,,,,,,,,1,,,,,,,,
859538,core,1,2,,1,1,1,1,,,,1,1,,1,,1,1,1,
859538,core,14,2,,1,1,1,1,,,,1,1,,1,,1,1,1,
859538,core,15,2,,1,1,1,1,,,,1,1,,1,,1,1,1,
859538,core,16,2,,1,1,1,1,,,,1,1,,1,,1,1,1,
859538,core,4,2,,1,1,1,1,,,,1,1,,1,,1,1,1,
859538,core,6,2,,1,1,1,1,,,,1,1,,1,,1,1,1,
859539,core,1,2,,,,,,,,,1,,,,,,,,
859539,core,10,2,,,,,,,,,1,,,,,,,,
859539,core,11,2,,,,,,,,,1,,,,,,,,
859539,core,12,2,,,,,,,,,1,,,,,,,,
859539,core,13,2,,,,,,,,,1,,,,,,,,
859539,core,14,2,,,,,,,,,1,,,,,,,,
859539,core,15,2,,,,,,,,,1,,,,,,,,
859539,core,16,2,,,,,,,,,1,,,,,,,,
859539,core,3,2,,,,,,,,,1,,,,,,,,
859539,core,4,2,,,,,,,,,1,,,,,,,,
859539,core,5,2,,,,,,,,,1,,,,,,,,
859539,core,6,2,,,,,,,,,1,,,,,,,,
859539,core,7,2,,,,,,,,,1,,,,,,,,
859539,core,8,2,,,,,,,,,1,,,,,,,,
859539,core,9,2,,,,,,,,,1,,,,,,,,
859541,accessory,1,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,11,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,13,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,14,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,15,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,16,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,3,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,4,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,5,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,6,1,,1,,1,,,,,1,,,,,,1,1,
859541,accessory,7,1,,1,,1,,,,,1,,,,,,1,1,
859542,accessory,1,1,,,1,1,,1,1,,1,,,,,1,1,1,
859542,accessory,10,1,,,1,1,,1,1,,1,,,,,1,1,1,
859542,accessory,13,1,,,1,1,,1,1,,1,,,,,1,1,1,
859542,accessory,16,1,,,1,1,,1,1,,1,,,,,1,1,1,
859542,accessory,3,1,,,1,1,,1,1,,1,,,,,1,1,1,
859542,accessory,4,1,,,1,1,,1,1,,1,,,,,1,1,1,
859542,accessory,5,1,,,1,1,,1,1,,1,,,,,1,1,1,
859542,accessory,6,1,,,1,1,,1,1,,1,,,,,1,1,1,
859543,accessory,10,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,
859543,accessory,4,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,
859544,accessory,1,1,,,,,,,,,1,,,,,,,,
859544,accessory,10,1,,,,,,,,,1,,,,,,,,
859544,accessory,11,1,,,,,,,,,1,,,,,,,,
859544,accessory,12,1,,,,,,,,,1,,,,,,,,
859544,accessory,13,1,,,,,,,,,1,,,,,,,,
859544,accessory,14,1,,,,,,,,,1,,,,,,,,
859544,accessory,15,1,,,,,,,,,1,,,,,,,,
859544,accessory,16,1,,,,,,,,,1,,,,,,,,
859544,accessory,3,1,,,,,,,,,1,,,,,,,,
859544,accessory,4,1,,,,,,,,,1,,,,,,,,
859544,accessory,5,1,,,,,,,,,1,,,,,,,,
859544,accessory,6,1,,,,,,,,,1,,,,,,,,
859544,accessory,7,1,,,,,,,,,1,,,,,,,,
859544,accessory,8,1,,,,,,,,,1,,,,,,,,
859544,accessory,9,1,,,,,,,,,1,,,,,,,,
859545,accessory,1,1,,,,,,,,,1,,,,,,,,
859545,accessory,10,1,,,,,,,,,1,,,,,,,,
859545,accessory,11,1,,,,,,,,,1,,,,,,,,
859545,accessory,12,1,,,,,,,,,1,,,,,,,,
859545,accessory,13,1,,,,,,,,,1,,,,,,,,
859545,accessory,14,1,,,,,,,,,1,,,,,,,,
859545,accessory,15,1,,,,,,,,,1,,,,,,,,
859545,accessory,16,1,,,,,,,,,1,,,,,,,,
859545,accessory,3,1,,,,,,,,,1,,,,,,,,
859545,accessory,4,1,,,,,,,,,1,,,,,,,,
859545,accessory,5,1,,,,,,,,,1,,,,,,,,
859545,accessory,6,1,,,,,,,,,1,,,,,,,,
859545,accessory,7,1,,,,,,,,,1,,,,,,,,
859545,accessory,8,1,,,,,,,,,1,,,,,,,,
859545,accessory,9,1,,,,,,,,,1,,,,,,,,
859546,core,1,2,,,,,,,,,1,,,,,,,,
859546,core,10,2,,,,,,,,,1,,,,,,,,
859546,core,11,2,,,,,,,,,1,,,,,,,,
859546,core,12,2,,,,,,,,,1,,,,,,,,
859546,core,13,2,,,,,,,,,1,,,,,,,,
859546,core,14,2,,,,,,,,,1,,,,,,,,
859546,core,15,2,,,,,,,,,1,,,,,,,,
859546,core,16,2,,,,,,,,,1,,,,,,,,
859546,core,3,2,,,,,,,,,1,,,,,,,,
859546,core,4,2,,,,,,,,,1,,,,,,,,
859546,core,5,2,,,,,,,,,1,,,,,,,,
859546,core,6,2,,,,,,,,,1,,,,,,,,
859546,core,7,2,,,,,,,,,1,,,,,,,,
859546,core,8,2,,,,,,,,,1,,,,,,,,
859546,core,9,2,,,,,,,,,1,,,,,,,,
859547,accessory,1,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,10,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,11,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,13,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,14,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,16,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,3,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,4,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,5,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,6,1,,,,1,,,1,,1,,,,,,1,1,
859547,accessory,7,1,,,,1,,,1,,1,,,,,,1,1,
859548,core,16,3,1,1,1,1,1,1,1,,2,1,1,,1,1,1,1,
859548,core,5,3,1,1,1,1,1,1,1,,2,1,1,,1,1,1,1,
859549,accessory,1,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
859549,accessory,15,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
859549,accessory,6,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
859549,accessory,7,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
859549,accessory,9,1,,1,1,1,1,1,,1,1,1,1,1,,,1,,
859550,accessory,14,1,1,1,1,1,1,,1,,1,1,,1,1,1,,1,
859550,accessory,16,1,1,1,1,1,1,,1,,1,1,,1,1,1,,1,
859550,accessory,4,1,1,1,1,1,1,,1,,1,1,,1,1,1,,1,
859550,accessory,8,1,1,1,1,1,1,,1,,1,1,,1,1,1,,1,
859551,accessory,10,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,
859551,accessory,12,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,
859552,accessory,11,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,
859552,accessory,13,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,
859554,accessory,1,1,,,,,,,,,1,,,,,,,,
859554,accessory,10,1,,,,,,,,,1,,,,,,,,
859554,accessory,11,1,,,,,,,,,1,,,,,,,,
859554,accessory,12,1,,,,,,,,,1,,,,,,,,
859554,accessory,13,1,,,,,,,,,1,,,,,,,,
859554,accessory,14,1,,,,,,,,,1,,,,,,,,
859554,accessory,15,1,,,,,,,,,1,,,,,,,,
859554,accessory,16,1,,,,,,,,,1,,,,,,,,
859554,accessory,3,1,,,,,,,,,1,,,,,,,,
859554,accessory,4,1,,,,,,,,,1,,,,,,,,
859554,accessory,5,1,,,,,,,,,1,,,,,,,,
859554,accessory,6,1,,,,,,,,,1,,,,,,,,
859554,accessory,7,1,,,,,,,,,1,,,,,,,,
859554,accessory,8,1,,,,,,,,,1,,,,,,,,
859554,accessory,9,1,,,,,,,,,1,,,,,,,,
859555,accessory,1,1,,,,,,,,,1,,,,,,,,
859555,accessory,10,1,,,,,,,,,1,,,,,,,,
859555,accessory,11,1,,,,,,,,,1,,,,,,,,
859555,accessory,12,1,,,,,,,,,1,,,,,,,,
859555,accessory,13,1,,,,,,,,,1,,,,,,,,
859555,accessory,14,1,,,,,,,,,1,,,,,,,,
859555,accessory,15,1,,,,,,,,,1,,,,,,,,
859555,accessory,16,1,,,,,,,,,1,,,,,,,,
859555,accessory,3,1,,,,,,,,,1,,,,,,,,
859555,accessory,4,1,,,,,,,,,1,,,,,,,,
859555,accessory,5,1,,,,,,,,,1,,,,,,,,
859555,accessory,6,1,,,,,,,,,1,,,,,,,,
859555,accessory,7,1,,,,,,,,,1,,,,,,,,
859555,accessory,8,1,,,,,,,,,1,,,,,,,,
859555,accessory,9,1,,,,,,,,,1,,,,,,,,
859556,accessory,1,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
859556,accessory,16,1,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
859558,accessory,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,
859558,accessory,11,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,
859558,accessory,7,1,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,
859559,accessory,1,1,,,,,,,,,1,,,,,,,,
859559,accessory,10,1,,,,,,,,,1,,,,,,,,
859559,accessory,11,1,,,,,,,,,1,,,,,,,,
859559,accessory,12,1,,,,,,,,,1,,,,,,,,
859559,accessory,13,1,,,,,,,,,1,,,,,,,,
859559,accessory,14,1,,,,,,,,,1,,,,,,,,
859559,accessory,15,1,,,,,,,,,1,,,,,,,,
859559,accessory,16,1,,,,,,,,,1,,,,,,,,
859559,accessory,3,1,,,,,,,,,1,,,,,,,,
859559,accessory,4,1,,,,,,,,,1,,,,,,,,
859559,accessory,5,1,,,,,,,,,1,,,,,,,,
859559,accessory,6,1,,,,,,,,,1,,,,,,,,
859559,accessory,7,1,,,,,,,,,1,,,,,,,,
859559,accessory,8,1,,,,,,,,,1,,,,,,,,
859559,accessory,9,1,,,,,,,,,1,,,,,,,,
859560,accessory,1,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,10,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,11,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,12,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,13,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,14,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,15,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,3,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,4,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,5,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,6,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,7,1,,,,,,,,1,1,,,,,,1,,
859560,accessory,9,1,,,,,,,,1,1,,,,,,1,,
859561,core,1,3,,,,,,,,,2,,,,,,,,
859561,core,10,3,,,,,,,,,2,,,,,,,,
859561,core,11,3,,,,,,,,,2,,,,,,,,
859561,core,12,3,,,,,,,,,2,,,,,,,,
859561,core,13,3,,,,,,,,,2,,,,,,,,
859561,core,14,3,,,,,,,,,2,,,,,,,,
859561,core,15,3,,,,,,,,,2,,,,,,,,
859561,core,16,3,,,,,,,,,2,,,,,,,,
859561,core,3,3,,,,,,,,,2,,,,,,,,
859561,core,4,3,,,,,,,,,2,,,,,,,,
859561,core,5,3,,,,,,,,,2,,,,,,,,
859561,core,6,3,,,,,,,,,2,,,,,,,,
859561,core,7,3,,,,,,,,,2,,,,,,,,
859561,core,8,3,,,,,,,,,2,,,,,,,,
859561,core,9,3,,,,,,,,,2,,,,,,,,
859562,accessory,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
859562,accessory,10,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
859563,accessory,12,1,1,1,1,,1,,,1,1,1,1,,1,1,,1,
859563,accessory,14,1,1,1,1,,1,,,1,1,1,1,,1,1,,1,
859563,accessory,15,1,1,1,1,,1,,,1,1,1,1,,1,1,,1,
859563,accessory,5,1,1,1,1,,1,,,1,1,1,1,,1,1,,1,
859563,accessory,8,1,1,1,1,,1,,,1,1,1,1,,1,1,,1,
859564,accessory,1,1,,1,,1,1,1,,1,1,1,1,1,1,1,,1,
859564,accessory,11,1,,1,,1,1,1,,1,1,1,1,1,1,1,,1,
859564,accessory,15,1,,1,,1,1,1,,1,1,1,1,1,1,1,,1,
859564,accessory,8,1,,1,,1,1,1,,1,1,1,1,1,1,1,,1,
859565,accessory,12,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,,
859565,accessory,16,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,,
859565,accessory,7,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,,
859565,accessory,9,1,1,1,1,,1,1,1,,1,1,1,1,1,,1,,
859566,accessory,16,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,
859566,accessory,3,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,
859567,accessory,4,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,
859567,accessory,7,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,
859568,core,16,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,
859569,accessory,1,1,,,,,,,,,1,,,,,,1,,
859569,accessory,10,1,,,,,,,,,1,,,,,,1,,
859569,accessory,11,1,,,,,,,,,1,,,,,,1,,
859569,accessory,12,1,,,,,,,,,1,,,,,,1,,
859569,accessory,13,1,,,,,,,,,1,,,,,,1,,
859569,accessory,14,1,,,,,,,,,1,,,,,,1,,
859569,accessory,15,1,,,,,,,,,1,,,,,,1,,
859569,accessory,16,1,,,,,,,,,1,,,,,,1,,
859569,accessory,3,1,,,,,,,,,1,,,,,,1,,
859569,accessory,4,1,,,,,,,,,1,,,,,,1,,
859569,accessory,5,1,,,,,,,,,1,,,,,,1,,
859569,accessory,6,1,,,,,,,,,1,,,,,,1,,
859569,accessory,7,1,,,,,,,,,1,,,,,,1,,
859569,accessory,9,1,,,,,,,,,1,,,,,,1,,
859570,accessory,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
859570,accessory,3,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
859570,accessory,9,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
859571,accessory,4,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,
859571,accessory,9,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,
859573,accessory,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,1,
859573,accessory,16,1,,1,1,1,1,1,1,,1,,,1,1,1,1,1,
859573,accessory,3,1,,1,1,1,1,1,1,,1,,,1,1,1,1,1,
859573,accessory,4,1,,1,1,1,1,1,1,,1,,,1,1,1,1,1,
859574,accessory,1,1,,,,,,,,,1,,,,,,,,
